../../../data/mimii/0_dB/fan.zip already exist.
../../../data/mimii/0_dB/fan.zip already extracted.
../../../data/mimii/0_dB/pump.zip already exist.
../../../data/mimii/0_dB/pump.zip already extracted.
../../../data/mimii/0_dB/slider.zip already exist.
../../../data/mimii/0_dB/slider.zip already extracted.
../../../data/mimii/0_dB/valve.zip already exist.
../../../data/mimii/0_dB/valve.zip already extracted.
[EPOCH: 1] 	Train Loss: 0.3373, 	Train Accuracy: 0.8986
[EPOCH: 29] 	Test Loss: 1.0571, 	Test Accuracy: 0.7694

[EPOCH: 30] 	Train Loss: 0.0615, 	Train Accuracy: 0.9787
[EPOCH: 30] 	Test Loss: 1.0441, 	Test Accuracy: 0.7897

[EPOCH: 31] 	Train Loss: 0.0611, 	Train Accuracy: 0.9788
[EPOCH: 31] 	Test Loss: 1.0598, 	Test Accuracy: 0.7557

[EPOCH: 32] 	Train Loss: 0.0602, 	Train Accuracy: 0.9791
[EPOCH: 32] 	Test Loss: 1.1611, 	Test Accuracy: 0.7225

[EPOCH: 33] 	Train Loss: 0.0599, 	Train Accuracy: 0.9792
[EPOCH: 33] 	Test Loss: 1.0003, 	Test Accuracy: 0.8033

[EPOCH: 34] 	Train Loss: 0.0596, 	Train Accuracy: 0.9793
[EPOCH: 34] 	Test Loss: 1.0764, 	Test Accuracy: 0.7617

[EPOCH: 35] 	Train Loss: 0.0582, 	Train Accuracy: 0.9797
[EPOCH: 35] 	Test Loss: 1.1032, 	Test Accuracy: 0.7858

[EPOCH: 36] 	Train Loss: 0.0580, 	Train Accuracy: 0.9798
[EPOCH: 36] 	Test Loss: 1.0892, 	Test Accuracy: 0.8032

[EPOCH: 37] 	Train Loss: 0.0580, 	Train Accuracy: 0.9798
[EPOCH: 37] 	Test Loss: 1.0653, 	Test Accuracy: 0.7870

[EPOCH: 38] 	Train Loss: 0.0572, 	Train Accuracy: 0.9801
[EPOCH: 38] 	Test Loss: 1.0631, 	Test Accuracy: 0.7801

[EPOCH: 39] 	Train Loss: 0.0568, 	Train Accuracy: 0.9802
[EPOCH: 39] 	Test Loss: 1.0069, 	Test Accuracy: 0.7884

[EPOCH: 40] 	Train Loss: 0.0561, 	Train Accuracy: 0.9804
[EPOCH: 40] 	Test Loss: 1.1238, 	Test Accuracy: 0.7870

[EPOCH: 41] 	Train Loss: 0.0557, 	Train Accuracy: 0.9805
[EPOCH: 41] 	Test Loss: 1.0425, 	Test Accuracy: 0.7662

[EPOCH: 42] 	Train Loss: 0.0556, 	Train Accuracy: 0.9806
[EPOCH: 42] 	Test Loss: 1.1341, 	Test Accuracy: 0.7759

[EPOCH: 43] 	Train Loss: 0.0548, 	Train Accuracy: 0.9808
[EPOCH: 43] 	Test Loss: 1.0604, 	Test Accuracy: 0.7835

[EPOCH: 44] 	Train Loss: 0.0547, 	Train Accuracy: 0.9808
[EPOCH: 44] 	Test Loss: 1.0794, 	Test Accuracy: 0.7999

[EPOCH: 45] 	Train Loss: 0.0545, 	Train Accuracy: 0.9809
[EPOCH: 45] 	Test Loss: 1.0859, 	Test Accuracy: 0.7470

[EPOCH: 46] 	Train Loss: 0.0539, 	Train Accuracy: 0.9812
[EPOCH: 46] 	Test Loss: 1.1094, 	Test Accuracy: 0.7830

[EPOCH: 47] 	Train Loss: 0.0537, 	Train Accuracy: 0.9812
[EPOCH: 47] 	Test Loss: 1.0824, 	Test Accuracy: 0.7837

[EPOCH: 48] 	Train Loss: 0.0531, 	Train Accuracy: 0.9813
[EPOCH: 48] 	Test Loss: 1.0366, 	Test Accuracy: 0.7992

[EPOCH: 49] 	Train Loss: 0.0531, 	Train Accuracy: 0.9813
[EPOCH: 49] 	Test Loss: 1.1152, 	Test Accuracy: 0.7775

[EPOCH: 50] 	Train Loss: 0.0524, 	Train Accuracy: 0.9815
[EPOCH: 50] 	Test Loss: 0.9640, 	Test Accuracy: 0.8014

max_test_acc:  0.8304872345823158
