../../../data/mimii/0_dB/fan.zip already exist.
../../../data/mimii/0_dB/fan.zip already extracted.
../../../data/mimii/0_dB/pump.zip already exist.
../../../data/mimii/0_dB/pump.zip already extracted.
../../../data/mimii/0_dB/slider.zip already exist.
../../../data/mimii/0_dB/slider.zip already extracted.
../../../data/mimii/0_dB/valve.zip already exist.
../../../data/mimii/0_dB/valve.zip already extracted.
[EPOCH: 1] 	Train Loss: 0.1913, 	Train Accuracy: 0.9410
[EPOCH: 25] 	Train Loss: 0.0384, 	Train Accuracy: 0.9861
[EPOCH: 25] 	Test Loss: 1.0769, 	Test Accuracy: 0.7971

[EPOCH: 26] 	Train Loss: 0.0372, 	Train Accuracy: 0.9866
[EPOCH: 26] 	Test Loss: 1.0653, 	Test Accuracy: 0.7732

[EPOCH: 27] 	Train Loss: 0.0365, 	Train Accuracy: 0.9869
[EPOCH: 27] 	Test Loss: 1.0831, 	Test Accuracy: 0.7912

[EPOCH: 28] 	Train Loss: 0.0361, 	Train Accuracy: 0.9868
[EPOCH: 28] 	Test Loss: 1.1930, 	Test Accuracy: 0.7910

[EPOCH: 29] 	Train Loss: 0.0350, 	Train Accuracy: 0.9873
[EPOCH: 29] 	Test Loss: 0.9990, 	Test Accuracy: 0.8012

[EPOCH: 30] 	Train Loss: 0.0346, 	Train Accuracy: 0.9873
[EPOCH: 30] 	Test Loss: 1.1179, 	Test Accuracy: 0.8031

[EPOCH: 31] 	Train Loss: 0.0334, 	Train Accuracy: 0.9879
[EPOCH: 31] 	Test Loss: 1.1895, 	Test Accuracy: 0.8210

[EPOCH: 32] 	Train Loss: 0.0332, 	Train Accuracy: 0.9879
[EPOCH: 32] 	Test Loss: 1.1840, 	Test Accuracy: 0.7860

[EPOCH: 33] 	Train Loss: 0.0327, 	Train Accuracy: 0.9882
[EPOCH: 33] 	Test Loss: 1.1601, 	Test Accuracy: 0.8032

[EPOCH: 34] 	Train Loss: 0.0319, 	Train Accuracy: 0.9883
[EPOCH: 34] 	Test Loss: 1.1656, 	Test Accuracy: 0.7996

[EPOCH: 35] 	Train Loss: 0.0312, 	Train Accuracy: 0.9886
[EPOCH: 35] 	Test Loss: 1.1574, 	Test Accuracy: 0.7939

[EPOCH: 36] 	Train Loss: 0.0311, 	Train Accuracy: 0.9887
[EPOCH: 36] 	Test Loss: 1.1463, 	Test Accuracy: 0.8038

[EPOCH: 37] 	Train Loss: 0.0303, 	Train Accuracy: 0.9890
[EPOCH: 37] 	Test Loss: 1.1257, 	Test Accuracy: 0.8048

[EPOCH: 38] 	Train Loss: 0.0303, 	Train Accuracy: 0.9891
[EPOCH: 38] 	Test Loss: 1.1234, 	Test Accuracy: 0.7909

[EPOCH: 39] 	Train Loss: 0.0296, 	Train Accuracy: 0.9892
[EPOCH: 39] 	Test Loss: 1.1483, 	Test Accuracy: 0.8109

[EPOCH: 40] 	Train Loss: 0.0295, 	Train Accuracy: 0.9892
[EPOCH: 40] 	Test Loss: 1.1536, 	Test Accuracy: 0.8106

[EPOCH: 41] 	Train Loss: 0.0289, 	Train Accuracy: 0.9895
[EPOCH: 41] 	Test Loss: 1.1941, 	Test Accuracy: 0.7994

[EPOCH: 42] 	Train Loss: 0.0289, 	Train Accuracy: 0.9895
[EPOCH: 42] 	Test Loss: 1.1280, 	Test Accuracy: 0.8145

[EPOCH: 43] 	Train Loss: 0.0284, 	Train Accuracy: 0.9896
[EPOCH: 43] 	Test Loss: 1.0835, 	Test Accuracy: 0.8135

[EPOCH: 44] 	Train Loss: 0.0278, 	Train Accuracy: 0.9899
[EPOCH: 44] 	Test Loss: 1.1652, 	Test Accuracy: 0.7928

[EPOCH: 45] 	Train Loss: 0.0277, 	Train Accuracy: 0.9898
[EPOCH: 45] 	Test Loss: 1.1974, 	Test Accuracy: 0.7949

[EPOCH: 46] 	Train Loss: 0.0277, 	Train Accuracy: 0.9899
[EPOCH: 46] 	Test Loss: 1.1348, 	Test Accuracy: 0.8109

[EPOCH: 47] 	Train Loss: 0.0273, 	Train Accuracy: 0.9901
[EPOCH: 47] 	Test Loss: 1.0996, 	Test Accuracy: 0.8084

[EPOCH: 48] 	Train Loss: 0.0270, 	Train Accuracy: 0.9901
[EPOCH: 48] 	Test Loss: 1.0953, 	Test Accuracy: 0.7916

[EPOCH: 49] 	Train Loss: 0.0267, 	Train Accuracy: 0.9902
[EPOCH: 49] 	Test Loss: 1.1444, 	Test Accuracy: 0.8089

[EPOCH: 50] 	Train Loss: 0.0262, 	Train Accuracy: 0.9907
[EPOCH: 50] 	Test Loss: 1.1103, 	Test Accuracy: 0.7941

max_test_acc:  0.8272137370748809
