../../../data/mimii/0_dB/fan.zip already exist.
../../../data/mimii/0_dB/fan.zip already extracted.
../../../data/mimii/0_dB/pump.zip already exist.
../../../data/mimii/0_dB/pump.zip already extracted.
../../../data/mimii/0_dB/slider.zip already exist.
../../../data/mimii/0_dB/slider.zip already extracted.
../../../data/mimii/0_dB/valve.zip already exist.
../../../data/mimii/0_dB/valve.zip already extracted.
[EPOCH: 1] 	Train Loss: 0.2056, 	Train Accuracy: 0.9380
[EPOCH: 44] 	Train Loss: 0.0475, 	Train Accuracy: 0.9832
[EPOCH: 44] 	Test Loss: 1.1120, 	Test Accuracy: 0.7814

[EPOCH: 45] 	Train Loss: 0.0473, 	Train Accuracy: 0.9832
[EPOCH: 45] 	Test Loss: 0.9817, 	Test Accuracy: 0.7936

[EPOCH: 46] 	Train Loss: 0.0468, 	Train Accuracy: 0.9834
[EPOCH: 46] 	Test Loss: 1.0044, 	Test Accuracy: 0.7981

[EPOCH: 47] 	Train Loss: 0.0465, 	Train Accuracy: 0.9834
[EPOCH: 47] 	Test Loss: 0.9627, 	Test Accuracy: 0.8125

[EPOCH: 48] 	Train Loss: 0.0462, 	Train Accuracy: 0.9835
[EPOCH: 48] 	Test Loss: 1.0726, 	Test Accuracy: 0.7974

[EPOCH: 49] 	Train Loss: 0.0460, 	Train Accuracy: 0.9837
[EPOCH: 49] 	Test Loss: 1.0478, 	Test Accuracy: 0.7988

[EPOCH: 50] 	Train Loss: 0.0458, 	Train Accuracy: 0.9837
[EPOCH: 50] 	Test Loss: 1.0675, 	Test Accuracy: 0.8050

max_test_acc:  0.8356343585809343
